phase,url,local_status,production_status,indexable,robots_directives,canonical,canonical_target_status,sitemap_included,sitemap_lastmod,reason,author,breadcrumbs,broken_external_links,broken_internal_links,content_hash,description_length,duplicate_description,duplicate_title,external_outbound_links,h1,heading_structure,image_count,internal_inbound_links,internal_outbound_links,issues,lang,meta_description,missing_alt,missing_dimensions,modified_date,orphan,page_depth,page_type,published_date,schema_types,source_file,title,title_length,word_count
baseline,https://typescript.robertdevore.com/builds/application/,200,200,True,,https://typescript.robertdevore.com/builds/application/,200,True,,,,False,0,0,a3967d6918135923255dcb4868caeae5bca6ae156bcdc6eb712da6b7e139684c,94,False,False,2,Build 3: validated HTTP application,"[[""h1"", ""Build 3: validated HTTP application""], [""h2"", ""The brief""], [""h2"", ""Observable contract""], [""h2"", ""Milestone 1 \u2014 Parse startup configuration""], [""h2"", ""Milestone 2 \u2014 Build a trustworthy client""], [""h2"", ""Milestone 3 \u2014 Own application concurrency""], [""h2"", ""Milestone 4 \u2014 Make errors and logs useful""], [""h2"", ""Milestone 5 \u2014 Shut down gracefully""], [""h2"", ""Milestone 6 \u2014 Test both seams and real HTTP""], [""h2"", ""Type-checker and runtime drills""], [""h2"", ""Production review""], [""h2"", ""Completion checkpoint""]]",0,57,72,"no structured data (opportunity, not search requirement)",en,"Build a bounded, observable Node service with a real external boundary and graceful lifecycle.",0,0,,False,2,builds,,,content/builds/03-application.md,Build 3: validated HTTP application · TypeScript Course,55,933
baseline,https://typescript.robertdevore.com/search/,200,200,False,"noindex,follow",https://typescript.robertdevore.com/search/,200,False,,,,False,0,0,25119ca17d489a1f3680996f34b7bd73cbc3a56c46f8f3be35ea1788fef701fb,76,False,False,2,Search the course.,"[[""h1"", ""Search the course.""]]",0,101,19,,en,"Search TypeScript concepts, compiler errors, and practical reference topics.",0,0,,False,1,search,,,scripts/build.mjs,Search the course · TypeScript Course,37,35
baseline,https://typescript.robertdevore.com/lessons/generics/,200,200,True,,https://typescript.robertdevore.com/lessons/generics/,200,True,,,,False,0,0,7a2952e3e331c430027fd2fdb7c10623bd9a59fc10c3ea2a486feba1d5134a4d,85,False,False,4,Generics & type relationships,"[[""h1"", ""Generics & type relationships""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",0,59,73,"no structured data (opportunity, not search requirement)",en,Design reusable functions whose outputs retain useful information about their inputs.,0,0,,False,2,lessons,,,content/lessons/11-generics.md,Generics & type relationships · TypeScript Course,49,829
baseline,https://typescript.robertdevore.com/lessons/publishing/,200,200,True,,https://typescript.robertdevore.com/lessons/publishing/,200,True,,,,False,0,0,7360532a5bc25bd2b3359d107a68a2e6e3b2ff831acda852f5b7b4c2e8f783dc,92,False,False,5,Publishing typed packages,"[[""h1"", ""Publishing typed packages""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""Runtime and package-manager reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Package workflow""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,59,74,"no structured data (opportunity, not search requirement)",en,"Test the tarball that consumers install, including exports, declarations, and compatibility.",0,0,,False,2,lessons,,,content/lessons/28-publishing.md,Publishing typed packages · TypeScript Course,45,727
baseline,https://typescript.robertdevore.com/lessons/mapped-types/,200,200,True,,https://typescript.robertdevore.com/lessons/mapped-types/,200,True,,,,False,0,0,64676c3caa0d40d1c860ac6089c2a1c26924be6206e4e3f102a14265fc0c4aa2,77,False,False,4,Mapped types,"[[""h1"", ""Mapped types""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,57,72,"no structured data (opportunity, not search requirement)",en,Transform property types without confusing type changes with runtime changes.,0,0,,False,2,lessons,,,content/lessons/13-mapped-types.md,Mapped types · TypeScript Course,32,789
baseline,https://typescript.robertdevore.com/lessons/interfaces-and-aliases/,200,200,True,,https://typescript.robertdevore.com/lessons/interfaces-and-aliases/,200,True,,,,False,0,0,c546909a24a6aa79fc40fdcc777f99de0e2943b1094c8876912cbb55e9ca81e7,68,False,False,4,Interfaces & type aliases,"[[""h1"", ""Interfaces & type aliases""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Common failure modes""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,58,73,"no structured data (opportunity, not search requirement)",en,Choose interfaces or type aliases to suit your data and public APIs.,0,0,,False,2,lessons,,,content/lessons/06-interfaces-and-aliases.md,Interfaces & type aliases · TypeScript Course,45,869
baseline,https://typescript.robertdevore.com/lessons/http-clients/,200,200,True,,https://typescript.robertdevore.com/lessons/http-clients/,200,True,,,,False,0,0,86799000917bde154156b357b902df8c0560f31d9880d550d978c902a87c0538,91,False,False,4,HTTP clients & external APIs,"[[""h1"", ""HTTP clients & external APIs""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript and HTTP reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Retry, pagination, and rate limits""], [""h2"", ""Runtime drill""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,57,72,"no structured data (opportunity, not search requirement)",en,"Build an HTTP client that checks responses and handles failures, retries, and cancellation.",0,0,,False,2,lessons,,,content/lessons/22-http-clients.md,HTTP clients & external APIs · TypeScript Course,48,810
baseline,https://typescript.robertdevore.com/lessons/javascript-migration/,200,200,True,,https://typescript.robertdevore.com/lessons/javascript-migration/,200,True,,,,False,0,0,4becacf50c124014637fd59a02f4b822ea35699eee7c0dc29ed58b75e907c861,87,False,False,5,Migrating JavaScript safely,"[[""h1"", ""Migrating JavaScript safely""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""A gradual configuration""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,58,73,"no structured data (opportunity, not search requirement)",en,"Adopt TypeScript a step at a time with checked JavaScript, JSDoc, and typed boundaries.",0,0,,False,2,lessons,,,content/lessons/31-javascript-migration.md,Migrating JavaScript safely · TypeScript Course,47,716
baseline,https://typescript.robertdevore.com/lessons/variance/,200,200,True,,https://typescript.robertdevore.com/lessons/variance/,200,True,,,,False,0,0,0eef2308430adefd9561d2982e23348e4fa9f45d45a03f524476084f46c82ea7,84,False,False,4,Variance & function compatibility,"[[""h1"", ""Variance & function compatibility""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,57,73,"no structured data (opportunity, not search requirement)",en,Debug callback assignability using the values an implementation can actually handle.,0,0,,False,2,lessons,,,content/lessons/17-variance.md,Variance & function compatibility · TypeScript Course,53,797
baseline,https://typescript.robertdevore.com/lessons/assertions-const-satisfies/,200,200,True,,https://typescript.robertdevore.com/lessons/assertions-const-satisfies/,200,True,,,,False,0,0,82a8326f585b78039199f6791eb96ebea377d0912bc96fde5301d02aa4ade2f6,65,False,False,4,"Assertions, as const & satisfies","[[""h1"", ""Assertions, as const & satisfies""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",0,58,73,"no structured data (opportunity, not search requirement)",en,"Compare annotations, assertions, const assertions, and satisfies.",0,0,,False,2,lessons,,,content/lessons/10-assertions-const-satisfies.md,"Assertions, as const & satisfies · TypeScript Course",52,781
baseline,https://typescript.robertdevore.com/lessons/declaration-files/,200,200,True,,https://typescript.robertdevore.com/lessons/declaration-files/,200,True,,,,False,0,0,e90cfa00e7b27ff5b586e9089a4c7750631a378ade0a2173cc19f3505e00ba67,70,False,False,5,Declaration files,"[[""h1"", ""Declaration files""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",0,58,73,"no structured data (opportunity, not search requirement)",en,"Read, write, and test declaration files that describe JavaScript APIs.",0,0,,False,2,lessons,,,content/lessons/27-declaration-files.md,Declaration files · TypeScript Course,37,789
baseline,https://typescript.robertdevore.com/lessons/compiler-tooling/,200,200,True,,https://typescript.robertdevore.com/lessons/compiler-tooling/,200,True,,,,False,0,0,ce16578dee2a9590149e95ee75acf5767186f985d176d1dfb8b16a60be78cc35,84,False,False,5,"Compiler, language service & LSP","[[""h1"", ""Compiler, language service & LSP""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript and tooling reality""], [""h2"", ""TypeScript 7 model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",0,59,73,"no structured data (opportunity, not search requirement)",en,Learn how the compiler and language service produce diagnostics and editor feedback.,0,0,,False,2,lessons,,,content/lessons/35-compiler-tooling.md,"Compiler, language service & LSP · TypeScript Course",52,748
baseline,https://typescript.robertdevore.com/lessons/runtime-validation/,200,200,True,,https://typescript.robertdevore.com/lessons/runtime-validation/,200,True,,,,False,0,0,5bdf695b488dc9b866376f4d4bf818c76e8a69936c3077b28f5dab94c2683c02,67,False,False,4,Runtime validation & trusted boundaries,"[[""h1"", ""Runtime validation & trusted boundaries""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,59,72,"no structured data (opportunity, not search requirement)",en,Parse external data before using it as a trusted application value.,0,0,,False,1,lessons,,,content/lessons/20-runtime-validation.md,Runtime validation & trusted boundaries · TypeScript Course,59,807
baseline,https://typescript.robertdevore.com/lessons/library-design/,200,200,True,,https://typescript.robertdevore.com/lessons/library-design/,200,True,,,,False,0,0,8c355f3e932974398bc9db343f31754fbed5fd77d4a140b30a1c89744ff5a9bc,73,False,False,4,Designing library APIs,"[[""h1"", ""Designing library APIs""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",0,59,73,"no structured data (opportunity, not search requirement)",en,"Build APIs with useful inference, clear diagnostics, and stable behavior.",0,0,,False,1,lessons,,,content/lessons/26-library-design.md,Designing library APIs · TypeScript Course,42,746
baseline,https://typescript.robertdevore.com/lessons/template-literal-types/,200,200,True,,https://typescript.robertdevore.com/lessons/template-literal-types/,200,True,,,,False,0,0,068f38b950e195d5042ebb30ff5c4d68443b5467356eb0426023a8fe91989bad,64,False,False,3,Template literal types,"[[""h1"", ""Template literal types""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,57,72,"no structured data (opportunity, not search requirement)",en,Define event names and route patterns with string literal types.,0,0,,False,2,lessons,,,content/lessons/15-template-literal-types.md,Template literal types · TypeScript Course,42,678
baseline,https://typescript.robertdevore.com/lessons/tsconfig/,200,200,True,,https://typescript.robertdevore.com/lessons/tsconfig/,200,True,,,,False,0,0,9b24503b7440df64c5aea64d3e5833143ba5627b4844173d99b302808b428918,63,False,False,4,Configuring TypeScript,"[[""h1"", ""Configuring TypeScript""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""Runtime and tooling reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,59,72,"no structured data (opportunity, not search requirement)",en,"Choose compiler settings for your runtime, build, and packages.",0,0,,False,1,lessons,,,content/lessons/18-tsconfig.md,Configuring TypeScript · TypeScript Course,42,788
baseline,https://typescript.robertdevore.com/lessons/values-and-types/,200,200,True,,https://typescript.robertdevore.com/lessons/values-and-types/,200,True,,,,False,0,0,de597eb618aebf83f8aa97be422e7584de3734177fd2a2084864d4c8e7c981c6,77,False,False,4,JavaScript values & TypeScript types,"[[""h1"", ""JavaScript values & TypeScript types""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Common failure modes""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",0,59,74,"no structured data (opportunity, not search requirement)",en,Separate runtime values from static types and learn when inference is enough.,0,0,,False,2,lessons,,,content/lessons/02-values-and-types.md,JavaScript values & TypeScript types · TypeScript Course,56,906
baseline,https://typescript.robertdevore.com/lessons/async/,200,200,True,,https://typescript.robertdevore.com/lessons/async/,200,True,,,,False,0,0,97d1e74ed5b60854f6e46af12c9128d740e95c409b9c55d2cf546a675c80c2bb,73,False,False,4,Async TypeScript & cancellation,"[[""h1"", ""Async TypeScript & cancellation""], [""h2"", ""Where you are""], [""h2"", ""JavaScript reality""], [""h2"", ""Mental model""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Async iteration and streams""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,59,73,"no structured data (opportunity, not search requirement)",en,Understand promises and scheduling before modeling concurrent operations.,0,0,,False,2,lessons,,,content/lessons/21-async.md,Async TypeScript & cancellation · TypeScript Course,51,798
baseline,https://typescript.robertdevore.com/lessons/setup/,200,200,True,,https://typescript.robertdevore.com/lessons/setup/,200,True,,,,False,0,0,28692d100f16dc4bb69f269844d946131b21fbe2537b254aa5b264d7ffd3b0dc,70,False,False,5,Modern TypeScript setup,"[[""h1"", ""Modern TypeScript setup""], [""h2"", ""Where you are""], [""h2"", ""Why this matters""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""Install a local toolchain""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""TypeScript 7 and development workflows""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,60,73,"no structured data (opportunity, not search requirement)",en,"Set up a project, check your code, and run the JavaScript it produces.",0,0,,False,1,lessons,,,content/lessons/01-setup.md,Modern TypeScript setup · TypeScript Course,43,1026
baseline,https://typescript.robertdevore.com/lessons/shipping/,200,200,True,,https://typescript.robertdevore.com/lessons/shipping/,200,True,,,,False,0,0,d18eef0bb615d7bcd70b6a775c8e505422e1c2674bfff7882551667735dc9838,78,False,False,5,Shipping & maintaining TypeScript,"[[""h1"", ""Shipping & maintaining TypeScript""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""Runtime and tooling reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Release procedure""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,58,74,"no structured data (opportunity, not search requirement)",en,Build reproducible releases and check that upgrades preserve your public APIs.,0,0,,False,2,lessons,,,content/lessons/36-shipping.md,Shipping & maintaining TypeScript · TypeScript Course,53,787
baseline,https://typescript.robertdevore.com/lessons/workspaces/,200,200,True,,https://typescript.robertdevore.com/lessons/workspaces/,200,True,,,,False,0,0,39da1a3715f3a0c7d4831b030dd07beb5760f0e91a1e9ab9cdc351369346f447,80,False,False,5,Workspaces & project boundaries,"[[""h1"", ""Workspaces & project boundaries""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript and package reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Reference layout""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",0,59,73,"no structured data (opportunity, not search requirement)",en,Organize packages and builds so dependencies stay clear as the repository grows.,0,0,,False,2,lessons,,,content/lessons/29-workspaces.md,Workspaces & project boundaries · TypeScript Course,51,746
